used_part_id,fieldbeat_task_id,zendesk_ticket_id,part_name,raw_part_identifier,normalized_part_identifier,dolibarr_product_id,dolibarr_ref,dolibarr_barcode,dolibarr_label,match_method,match_confidence,match_status,needs_manual_review,candidate_dolibarr_product_ids
1397|2|0|thyratron de clínica,1397,9999,N/A tipo (CX1154L) Serial number: 42100,thyratron de clínica,THYRATRONDECLINICA,,,,,NONE,0,NO_MATCH,true,
1398|2|0|1531851,1398,704250,1u Fru XY drive (motor lateral de camilla),1531851,1531851,,,,,NONE,0,NO_MATCH,true,
1413|2|0|S/PN,1413,,Graphite Nut,S/PN,SPN,,,,,NONE,0,NO_MATCH,true,
1428|2|0|rectifier module PCB,1428,777777,45133904214,rectifier module PCB,RECTIFIERMODULEPCB,,,,,NONE,0,NO_MATCH,true,
1436|2|0|AS2106193185 / AS2106193161,1436,100002,2 NR UPS 1Kva 230v,AS2106193185 / AS2106193161,AS2106193185AS2106193161,,,,,NONE,0,NO_MATCH,true,
1473|2|0|1538489,1473,524622,DLG AND DIAPHRAGM PCB,1538489,1538489,,,,,NONE,0,NO_MATCH,true,
1499|2|0|1537080,1499,417278,"FRU, EIM Logic Control",1537080,1537080,,,,,NONE,0,NO_MATCH,true,
1506|2|0|1556292,1506,844620,"kit spare, dlg brake      cantidad 2",1556292,1556292,,,,,NONE,0,NO_MATCH,true,
1517|2|0|CF25HA-1,1517,520423,Obturador de Camara de Video (FUJIFILM),CF25HA-1,CF25HA1,,,,,NONE,0,NO_MATCH,true,
1521|2|0|CF25HA-1,1521,520423,Obturador de cámara de video (Fujifilm),CF25HA-1,CF25HA1,,,,,NONE,0,NO_MATCH,true,
1528|4|0|1527044,1528,777777,Programmed PCB Assy ROUTER,1527044,1527044,,,,,NONE,0,NO_MATCH,true,
1552|2|0|1584,1552,152475,"Kit, motor lámina",1584,1584,,,,,NONE,0,NO_MATCH,true,
1562|4|0|1538489,1562,777777,"PCB assy, DLG and DIAPHRAGM Drive",1538489,1538489,,,,,NONE,0,NO_MATCH,true,
1575|2|0|1556292,1575,,"(2) Kit DLG, Brakes ",1556292,1556292,,,,,NONE,0,NO_MATCH,true,
"1580|2|0|451333264430
8113024_2521",1580,,"01- motor assembly
01- leadscrew Assy","451333264430
8113024_2521",45133326443081130242521,,,,,NONE,0,NO_MATCH,true,
1581|2|0|45133412013,1581,,Detector Sync,45133412013,45133412013,,,,,NONE,0,NO_MATCH,true,
1588|2|0|101672,1588,906153,"Kit, spares Diaphragms Brakes (r)",101672,101672,,,,,NONE,0,NO_MATCH,true,
1602|4|0|1556292,1602,,"kit, spares, dlg brakes    cant =2",1556292,1556292,,,,,NONE,0,NO_MATCH,true,
1610|2|0|13289,1610,346827,Ampolleta halógeno,13289,13289,,,,,NONE,0,NO_MATCH,true,
1611|3|0|1018599,1611,777777,lmd fan and bracket (cantidad =2),1018599,1018599,,,,,NONE,0,NO_MATCH,true,
1613|3|0|1527044,1613,777777,"programmed pcb assy, router ",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
1613|2|0|1538489,1613,777777,"PCB assy, DLG and DIAFRAGM drive (cantidad 2)",1538489,1538489,,,,,NONE,0,NO_MATCH,true,
1626|2|0|1535958,1626,,Motor de Kit Leaf Spare,1535958,1535958,,,,,NONE,0,NO_MATCH,true,
1632|2|0|BJ5948.071,1632,,TARJETA DCMD-3,BJ5948.071,BJ5948071,,,,,NONE,0,NO_MATCH,true,
"1647|2|0|6064.008 
Serie N: EB 077",1647,,Magnetron Tuning Drive Assembly,"6064.008 
Serie N: EB 077",6064008SERIENEB077,,,,,NONE,0,NO_MATCH,true,
1661|2|0|2178574,1661,,Termo Radiador,2178574,2178574,,,,,NONE,0,NO_MATCH,true,
1669|3|0|1538489,1669,596438,"pcb assy, dlg and diaphragm drive cant 1",1538489,1538489,,,,,NONE,0,NO_MATCH,true,
1669|2|0|1527044,1669,596438,"programmed pcb assy, router cant 1",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
1675|2|0|1538489,1675,596438,"PCB Assy, DLG and Diaphrams Drive",1538489,1538489,,,,,NONE,0,NO_MATCH,true,
1683|2|0|1538489,1683,,DLG/Diaphrams Drive PCB,1538489,1538489,,,,,NONE,0,NO_MATCH,true,
1698|3|0|1538489,1698,,"PCB Assy, DLG and Diaphragms Drive",1538489,1538489,,,,,NONE,0,NO_MATCH,true,
"1719|2|0|1511326
s/n EB247",1719,,Magnetron Tuning Drive Assy,"1511326
s/n EB247",1511326SNEB247,,,,,NONE,0,NO_MATCH,true,
"1721|2|0|BJ 5590.002
series:
CHA0731
CHA0750",1721,,Ion Chamber,"BJ 5590.002
series:
CHA0731
CHA0750",BJ5590002SERIESCHA0731CHA0750,,,,,NONE,0,NO_MATCH,true,
1728|3|0|45136261003J,1728,0101,Belt timing s/sided Cant: 02,45136261003J,45136261003J,,,,,NONE,0,NO_MATCH,true,
1730|2|0|P1094996,1730,,Módulo de Corte de etiquetas,P1094996,P1094996,,,,,NONE,0,NO_MATCH,true,
1767|2|0|451333165177,1767,444689,Thyratron,451333165177,451333165177,,,,,NONE,0,NO_MATCH,true,
1773|2|0|1556292,1773,,"(2) Kit, Spares, DLG Brake",1556292,1556292,,,,,NONE,0,NO_MATCH,true,
1774|2|0|SAT-53418049.,1774,904418,Power Supply.,SAT-53418049.,SAT53418049,,,,,NONE,0,NO_MATCH,true,
1820|2|0|100880440,1820,,"voltage regulador, PCB assy",100880440,100880440,,,,,NONE,0,NO_MATCH,true,
1823|3|0|1526644,1823,,"PCB Assy, Wedge Control ",1526644,1526644,,,,,NONE,0,NO_MATCH,true,
"1827|2|0|45133326443
81130242521",1827,,"MotorAssenbly
Leadscrew Assy","45133326443
81130242521",4513332644381130242521,,,,,NONE,0,NO_MATCH,true,
1828|3|0|1500954,1828,777777,"voltage regulador, pcb assy.",1500954,1500954,,,,,NONE,0,NO_MATCH,true,
1828|4|0|1542467,1828,777777,"PCB ASSY, LED Control",1542467,1542467,,,,,NONE,0,NO_MATCH,true,
"1895|2|0|assy, 40x40x10mm fan",1895,693481,1024939,"assy, 40x40x10mm fan",ASSY40X40X10MMFAN,,,,,NONE,0,NO_MATCH,true,
1902|2|0|ambos repuestos de clínica,1902,9999,"pcb leaf motor drive
motor ",ambos repuestos de clínica,AMBOSREPUESTOSDECLINICA,,,,,NONE,0,NO_MATCH,true,
1910|4|0|1556292,1910,985059,kit spares DLG brake cantidad =2,1556292,1556292,,,,,NONE,0,NO_MATCH,true,
1910|3|0|1538489,1910,985059,"pcb assy, dlg and diaphragm drive cantidad =1",1538489,1538489,,,,,NONE,0,NO_MATCH,true,
1912|2|0|1018121,1912,,FRU Z Drive,1018121,1018121,,,,,NONE,0,NO_MATCH,true,
1930|2|0|1556292,1930,0000,2 NR frenos de Dlg's,1556292,1556292,,,,,NONE,0,NO_MATCH,true,
1936|2|0|P1094996,1936,,Modulo de corte Zebra Printer,P1094996,P1094996,,,,,NONE,0,NO_MATCH,true,
1968|4|0|1527044,1968,,Programmed PCB ASSY  cant 1,1527044,1527044,,,,,NONE,0,NO_MATCH,true,
1968|6|0|1556292,1968,,"Kit, Spares, DLG Brake  cant 2",1556292,1556292,,,,,NONE,0,NO_MATCH,true,
1968|5|0|1538489,1968,,"PCB assy, DLG & Diaph  cant 1",1538489,1538489,,,,,NONE,0,NO_MATCH,true,
1978|2|0|ZD6A143-32EL02EZ,1978,,Impresora Zebra ZD621,ZD6A143-32EL02EZ,ZD6A14332EL02EZ,,,,,NONE,0,NO_MATCH,true,
1982|2|0|1527044,1982,,"Programmed PCB Assy, Router",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
1989|2|0|1538489,1989,,"PCB Assy, DLG/Diaphragms (2)",1538489,1538489,,,,,NONE,0,NO_MATCH,true,
1991|3|0|1527044,1991,,Router PCB,1527044,1527044,,,,,NONE,0,NO_MATCH,true,
1995|3|0|355370,1995,,Gun Filament,355370,355370,,,,,NONE,0,NO_MATCH,true,
2007|2|0|1015403,2007,450927,vessel,1015403,1015403,,,,,NONE,0,NO_MATCH,true,
2050|2|0|1556292,2050,777777,"kit, spares, DLG brake (X2)",1556292,1556292,,,,,NONE,0,NO_MATCH,true,
"2075|2|0|45133326854
3501H-BYL-203L",2075,,"Mout Mirror 
potenciometro check 10 turns","45133326854
3501H-BYL-203L",451333268543501HBYL203L,,,,,NONE,0,NO_MATCH,true,
2083|2|0|1543958,2083,0101,Leaf Mo.  Cant: 2,1543958,1543958,,,,,NONE,0,NO_MATCH,true,
2092|2|0|1527044,2092,468508,"programmed pcb assy, router ",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
2103|2|0|45133411940,2103,,Roller Superior,45133411940,45133411940,,,,,NONE,0,NO_MATCH,true,
2152|2|0|1500954,2152,,Voltage Regulator PCB Assy,1500954,1500954,,,,,NONE,0,NO_MATCH,true,
2162|5|0|1527044,2162,,"programmed pcb assy, router",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
2162|4|0|1526644,2162,,"pcb assy, Wedge control ",1526644,1526644,,,,,NONE,0,NO_MATCH,true,
2162|2|0|1556292,2162,,kit spare DLG brake (2 unidades),1556292,1556292,,,,,NONE,0,NO_MATCH,true,
2203|3|0|26786,2203,,jfkgkgkf,26786,26786,,,,,NONE,0,NO_MATCH,true,
2203|4|0|3678,2203,,bfjkfkf,3678,3678,,,,,NONE,0,NO_MATCH,true,
2203|2|0|256774,2203,,jfifkfof,256774,256774,,,,,NONE,0,NO_MATCH,true,
2219|2|0|T00010986-01-L1,2219,,Soporte Jeringa 5ml,T00010986-01-L1,T0001098601L1,,,,,NONE,0,NO_MATCH,true,
2229|2|0|1234567890,2229,,Sensor viales,1234567890,1234567890,,,,,NONE,0,NO_MATCH,true,
2230|2|0|123456,2230,125896,Repuesto,123456,123456,,,,,NONE,0,NO_MATCH,true,
2277|2|0|Hand Held Controller,2277,813919,1009089,Hand Held Controller,HANDHELDCONTROLLER,,,,,NONE,0,NO_MATCH,true,
2293|1|0|2222,2293,,sib pcb,2222,2222,,,,,NONE,0,NO_MATCH,true,
5290|2|0|BJ3324.003,5290,709670,Guía de Onda,BJ3324.003,BJ3324003,,,,,NONE,0,NO_MATCH,true,
2367|3|0|1521192,2367,,"KIT, TOUCHGUARD MECHANISM ASSEMBLY, M4",1521192,1521192,,,,,NONE,0,NO_MATCH,true,
2375|2|0|1556292,2375,,"Kit, Spares, DLG Brake",1556292,1556292,,,,,NONE,0,NO_MATCH,true,
2380|2|0|106053,2380,,tarjeta SMC,106053,106053,,,,,NONE,0,NO_MATCH,true,
2395|2|0|L13896-001,2395,823383,HP Z2 Ventilador GPU,L13896-001,L13896001,,,,,NONE,0,NO_MATCH,true,
2418|2|0|C065341-00608,2418,668704,PCB CONTROL DE ODI,C065341-00608,C06534100608,,,,,NONE,0,NO_MATCH,true,
2419|2|0|420,2419,764386,UPS Smart APC,420,420,,,,,NONE,0,NO_MATCH,true,
2430|2|0|750,2430,,UPS APC,750,750,,,,,NONE,0,NO_MATCH,true,
2431|2|0|C135670,2431,,HANDHELD CONTROL HEXAPOD,C135670,C135670,,,,,NONE,0,NO_MATCH,true,
2435|2|0|1111,2435,,clamps,1111,1111,,,,,NONE,0,NO_MATCH,true,
2444|2|0|5555,2444,,,5555,5555,,,,,NONE,0,NO_MATCH,true,
2467|5|0|1527044,2467,168,programmed pcb assy router,1527044,1527044,,,,,NONE,0,NO_MATCH,true,
2518|3|0|1527044,2518,227,"PROGRAMMED PCB ASSY, ROUTE",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
2519|2|0|1023531,2519,,programed KV ACB,1023531,1023531,,,,,NONE,0,NO_MATCH,true,
2520|2|0|completar solo por ingeniero de servicio.,2520,,completar solo por ingeniero de servicio.,completar solo por ingeniero de servicio.,COMPLETARSOLOPORINGENIERODESERVICIO,,,,,NONE,0,NO_MATCH,true,
2522|2|0|completar solo por ingeniero de servicio.,2522,,completar solo por ingeniero de servicio.,completar solo por ingeniero de servicio.,COMPLETARSOLOPORINGENIERODESERVICIO,,,,,NONE,0,NO_MATCH,true,
2523|2|0|completar solo por ingeniero de servicio.,2523,,completar solo por ingeniero de servicio.,completar solo por ingeniero de servicio.,COMPLETARSOLOPORINGENIERODESERVICIO,,,,,NONE,0,NO_MATCH,true,
2524|2|0|completar solo por ingeniero de servicio.,2524,,completar solo por ingeniero de servicio.,completar solo por ingeniero de servicio.,COMPLETARSOLOPORINGENIERODESERVICIO,,,,,NONE,0,NO_MATCH,true,
2525|2|0|completar solo por ingeniero de servicio.,2525,,completar solo por ingeniero de servicio.,completar solo por ingeniero de servicio.,COMPLETARSOLOPORINGENIERODESERVICIO,,,,,NONE,0,NO_MATCH,true,
2526|2|0|completar solo por ingeniero de servicio.,2526,1,completar solo por ingeniero de servicio.,completar solo por ingeniero de servicio.,COMPLETARSOLOPORINGENIERODESERVICIO,,,,,NONE,0,NO_MATCH,true,
2535|2|0|45133308259,2535,,GEARBOX Y BREAKE,45133308259,45133308259,,,,,NONE,0,NO_MATCH,true,
2578|2|0|137533,2578,249,X-RAY TUBE ASSEMBLY,137533,137533,,,,,NONE,0,NO_MATCH,true,
2601|2|0|1556286,2601,404,diaphragm brakes spare kit,1556286,1556286,,,,,NONE,0,NO_MATCH,true,
2602|2|0|43133304800,2602,,ELECTRON GUN ASSY,43133304800,43133304800,,,,,NONE,0,NO_MATCH,true,
2630|2|0|02870-NR 1,2630,,Manilla area de desechos,02870-NR 1,02870NR1,,,,,NONE,0,NO_MATCH,true,
2637|3|0|1518682,2637,412,REV 04 LMDB PCBS AND FAN,1518682,1518682,,,,,NONE,0,NO_MATCH,true,
2647|2|0|MXL2272ZJ0,2647,224,Nuevo Hardware de Monaco,MXL2272ZJ0,MXL2272ZJ0,,,,,NONE,0,NO_MATCH,true,
2675|12|0|1538489,2675,412,Diaphragm/DLG PCB,1538489,1538489,,,,,NONE,0,NO_MATCH,true,
2675|11|0|1527044,2675,412,"Programmed PCB Assy, Router",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
2742|2|0|451333327662,2742,,Beam Splitter Mirror Assy,451333327662,451333327662,,,,,NONE,0,NO_MATCH,true,
2795|3|0|451462949000,2795,8681,flow switch 10M-MS,451462949000,451462949000,,,,,NONE,0,NO_MATCH,true,
2812|3|0|1526644,2812,,PCB Wedge Control,1526644,1526644,,,,,NONE,0,NO_MATCH,true,
2812|2|0|1556286,2812,,FRU Assembly wegde,1556286,1556286,,,,,NONE,0,NO_MATCH,true,
2826|2|0|BJ5590.002,2826,8696,ION CHAMBER,BJ5590.002,BJ5590002,,,,,NONE,0,NO_MATCH,true,
2842|2|0|821321900359,2842,8866,FUSE 32X6 8AMP,821321900359,821321900359,,,,,NONE,0,NO_MATCH,true,
2853|2|0|1500954,2853,8901,"voltaje regulator, pcb assy ",1500954,1500954,,,,,NONE,0,NO_MATCH,true,
2865|2|0|157657,2865,8916,"PCB ASSY, LEAF MOTOR DRIVE",157657,157657,,,,,NONE,0,NO_MATCH,true,
2872|6|0|1556292,2872,8884,DLG brake spares kit,1556292,1556292,,,,,NONE,0,NO_MATCH,true,
2911|2|0|C428393094,2911,,Balanza Mettler Toledo WM6002,C428393094,C428393094,,,,,NONE,0,NO_MATCH,true,
2952|2|0|45133307849,2952,,FRU PWB 811,45133307849,45133307849,,,,,NONE,0,NO_MATCH,true,
2963|2|0|1527044,2963,9063,"programmed pcb assy, router",1527044,1527044,,,,,NONE,0,NO_MATCH,true,
3004|2|0|1075774-42,3004,,Kit base viales,1075774-42,107577442,,,,,NONE,0,NO_MATCH,true,
3019|2|0|45133154423-45133301412,3019,9131,"Filter Element
potentiometer 20K",45133154423-45133301412,4513315442345133301412,,,,,NONE,0,NO_MATCH,true,
3031|2|0|1528403,3031,9167,BEAM MU DOSE MODULE,1528403,1528403,,,,,NONE,0,NO_MATCH,true,
3054|2|0|AEA006,3054,,Cable de comunicación R485.,AEA006,AEA006,,,,,NONE,0,NO_MATCH,true,
3068|15|0|1556286,3068,,Fru assembly Wedge,1556286,1556286,,,,,NONE,0,NO_MATCH,true,
3068|13|0|1528220,3068,,Camera CCU PCB,1528220,1528220,,,,,NONE,0,NO_MATCH,true,
3094|2|0|BJ3324.003,3094,9100,G/O TB-6U,BJ3324.003,BJ3324003,,,,,NONE,0,NO_MATCH,true,
3107|3|0|1538489,3107,,Diaphragm / DLG PCB,1538489,1538489,,,,,NONE,0,NO_MATCH,true,
3159|2|0|451331644230M,3159,,FILTER ELEMENT 5 MICRON,451331644230M,451331644230M,,,,,NONE,0,NO_MATCH,true,
3191|2|0|2422 086 10594,3191,9363,Fuse 32V 20A,2422 086 10594,242208610594,,,,,NONE,0,NO_MATCH,true,
3212|2|0|0,3212,,no,0,0,,,,,NONE,0,NO_MATCH,true,
3224|2|0|1023830,3224,9404,160 MLC PSU,1023830,1023830,,,,,NONE,0,NO_MATCH,true,
3228|2|0|SHA12-369,3228,9410,Magnetic Contactor,SHA12-369,SHA12369,,,,,NONE,0,NO_MATCH,true,
3238|4|0|1564279,3238,9418,PCB ASSY LED CONTROL,1564279,1564279,,,,,NONE,0,NO_MATCH,true,
3250|2|0|1572432,3250,9407,"FRU, PROGRAMMED, LCU",1572432,1572432,,,,,NONE,0,NO_MATCH,true,
3271|2|0|45133326702,3271,9464,PCB RTU,45133326702,45133326702,,,,,NONE,0,NO_MATCH,true,
3290|3|0|1565345,3290,,DLG Slide Brake,1565345,1565345,,,,,NONE,0,NO_MATCH,true,
3290|2|0|1565344,3290,,Diaphragm Brake,1565344,1565344,,,,,NONE,0,NO_MATCH,true,
3341|2|0|0,3341,9590,no.,0,0,,,,,NONE,0,NO_MATCH,true,
3357|2|0|117482,3357,9623,"PROG ASSY, KV DCB",117482,117482,,,,,NONE,0,NO_MATCH,true,
3375|2|0|MG5193,3375,9577,Magnetròn,MG5193,MG5193,,,,,NONE,0,NO_MATCH,true,
3394|2|0|1517098,3394,9680,ION PUMP - SPARE,1517098,1517098,,,,,NONE,0,NO_MATCH,true,
3400|2|0|1567798,3400,,DOS A,1567798,1567798,,,,,NONE,0,NO_MATCH,true,
3452|2|0|LT05035,3452,9790,"Ampolleta Range Finder 13,5 v/50 w",LT05035,LT05035,,,,,NONE,0,NO_MATCH,true,
3453|2|0|CX1551G,3453,9781,Thyratron,CX1551G,CX1551G,,,,,NONE,0,NO_MATCH,true,
3463|2|0|BJ4853.101.00,3463,9810,HT Cable,BJ4853.101.00,BJ485310100,,,,,NONE,0,NO_MATCH,true,
3495|2|0|1500954,3495,9833,Voltage Regulator PCB Assy,1500954,1500954,,,,,NONE,0,NO_MATCH,true,
3500|2|0|xxxxx,3500,9851,kit de ruby,xxxxx,XXXXX,,,,,NONE,0,NO_MATCH,true,
3565|2|0|1530025,3565,,Switch Linksys LGS318,1530025,1530025,,,,,NONE,0,NO_MATCH,true,
3575|6|0|41133411787,3575,9916,CLUTCH ASSEMBLY,41133411787,41133411787,,,,,NONE,0,NO_MATCH,true,
3591|2|0|0,3591,9970,N/A,0,0,,,,,NONE,0,NO_MATCH,true,
3600|2|0|1547676,3600,9970,"screen assy, head",1547676,1547676,,,,,NONE,0,NO_MATCH,true,
3620|2|0|TK204UK,3620,9945,KVM DVI,TK204UK,TK204UK,,,,,NONE,0,NO_MATCH,true,
3642|2|0|Barcode Gun.,3642,,2483004,Barcode Gun.,BARCODEGUN,,,,,NONE,0,NO_MATCH,true,
3652|3|0|1540352,3652,9918,CABLE KIT (+VE ANODE),1540352,1540352,,,,,NONE,0,NO_MATCH,true,
3652|2|0|1540356,3652,9918,CABLE KIT (-VE CATHODE),1540356,1540356,,,,,NONE,0,NO_MATCH,true,
3727|2|0|1541746,3727,10151,Handheld  conteoller,1541746,1541746,,,,,NONE,0,NO_MATCH,true,
3800|2|0|1597814,3800,10266,PSU ion pump,1597814,1597814,,,,,NONE,0,NO_MATCH,true,
3802|2|0|1500954,3802,10250,"VOLTAGE REGULATOR, PCB ASSY",1500954,1500954,,,,,NONE,0,NO_MATCH,true,
