identity_id,dolibarr_product_id,identity_type,identity_value,identity_value_normalized,dolibarr_ref,dolibarr_barcode,dolibarr_label,extracted_at
11883|ID|11883,11883,ID,11883,11883,AGTABSGO,,Accu-Gold 10 tablet,2026-08-03T04:54:39.696Z
12030|REF|APerno,12030,REF,APerno,APERNO,APerno,,Afloja Perno,2026-08-03T04:54:39.696Z
12030|ID|12030,12030,ID,12030,12030,APerno,,Afloja Perno,2026-08-03T04:54:39.696Z
12170|REF|APM,12170,REF,APM,APM,APM,,Aspiradora Portatil (mantenciones),2026-08-03T04:54:39.696Z
12170|ID|12170,12170,ID,12170,12170,APM,,Aspiradora Portatil (mantenciones),2026-08-03T04:54:39.696Z
11301|REF|AQ284B#103,11301,REF,AQ284B#103,AQ284B103,AQ284B#103,,HPLto-5 Ultrium 3000 Sas Upgrade Kit,2026-08-03T04:54:39.696Z
11301|ID|11301,11301,ID,11301,11301,AQ284B#103,,HPLto-5 Ultrium 3000 Sas Upgrade Kit,2026-08-03T04:54:39.696Z
10811|REF|B-410089,10811,REF,B-410089,B410089,B-410089,,Bajada UV Bolsa Freeflex (ADY-1200CF),2026-08-03T04:54:39.696Z
10811|ID|10811,10811,ID,10811,10811,B-410089,,Bajada UV Bolsa Freeflex (ADY-1200CF),2026-08-03T04:54:39.696Z
10717|REF|B12V5AH,10717,REF,B12V5AH,B12V5AH,B12V5AH,,BATERIA VISION CP1250 12V/5AH,2026-08-03T04:54:39.696Z
10717|ID|10717,10717,ID,10717,10717,B12V5AH,,BATERIA VISION CP1250 12V/5AH,2026-08-03T04:54:39.696Z
11133|REF|B12V5AH-K,11133,REF,B12V5AH-K,B12V5AHK,B12V5AH-K,,Batería Kaise 12V/5Ah,2026-08-03T04:54:39.696Z
11133|ID|11133,11133,ID,11133,11133,B12V5AH-K,,Batería Kaise 12V/5Ah,2026-08-03T04:54:39.696Z
10707|REF|B12V7AH,10707,REF,B12V7AH,B12V7AH,B12V7AH,,BATERIA VISION 12V/7AH,2026-08-03T04:54:39.696Z
10707|ID|10707,10707,ID,10707,10707,B12V7AH,,BATERIA VISION 12V/7AH,2026-08-03T04:54:39.696Z
11857|REF|B12V7AHK,11857,REF,B12V7AHK,B12V7AHK,B12V7AHK,,BATERIA VISION 12V/7AH,2026-08-03T04:54:39.696Z
11857|ID|11857,11857,ID,11857,11857,B12V7AHK,,BATERIA VISION 12V/7AH,2026-08-03T04:54:39.696Z
10240|REF|B15938.001,10240,REF,B15938.001,B15938001,B15938.001,,SPLITER VGA,2026-08-03T04:54:39.696Z
10240|ID|10240,10240,ID,10240,10240,B15938.001,,SPLITER VGA,2026-08-03T04:54:39.696Z
10830|REF|Berlin,10830,REF,Berlin,BERLIN,Berlin,,Berlin de Manjar,2026-08-03T04:54:39.696Z
10830|ID|10830,10830,ID,10830,10830,Berlin,,Berlin de Manjar,2026-08-03T04:54:39.696Z
11624|REF|BJ1000.000,11624,REF,BJ1000.000,BJ1000000,BJ1000.000,,Microswitch COMPACT Oncorad,2026-08-03T04:54:39.696Z
11624|ID|11624,11624,ID,11624,11624,BJ1000.000,,Microswitch COMPACT Oncorad,2026-08-03T04:54:39.696Z
10919|REF|BJ2930.003,10919,REF,BJ2930.003,BJ2930003,BJ2930.003,,MAGNETRON FILAMENT POWER,2026-08-03T04:54:39.696Z
10919|ID|10919,10919,ID,10919,10919,BJ2930.003,,MAGNETRON FILAMENT POWER,2026-08-03T04:54:39.696Z
11101|REF|BJ2939.002,11101,REF,BJ2939.002,BJ2939002,BJ2939.002,,GUN FILAMENT POWER,2026-08-03T04:54:39.696Z
11101|ID|11101,11101,ID,11101,11101,BJ2939.002,,GUN FILAMENT POWER,2026-08-03T04:54:39.696Z
11130|REF|BJ4726.001,11130,REF,BJ4726.001,BJ4726001,BJ4726.001,,"PULSE TRANSFORMER,1:4.15",2026-08-03T04:54:39.696Z
11130|ID|11130,11130,ID,11130,11130,BJ4726.001,,"PULSE TRANSFORMER,1:4.15",2026-08-03T04:54:39.696Z
12231|REF|BJ4853.021,12231,REF,BJ4853.021,BJ4853021,BJ4853.021,,"Cable ASSY, x12G to sample waveguide1",2026-08-03T04:54:39.696Z
12231|ID|12231,12231,ID,12231,12231,BJ4853.021,,"Cable ASSY, x12G to sample waveguide1",2026-08-03T04:54:39.696Z
12232|REF|BJ4853.022.01,12232,REF,BJ4853.022.01,BJ485302201,BJ4853.022.01,,"Cable ASSY, sample waveguide2 to X12H",2026-08-03T04:54:39.696Z
12232|ID|12232,12232,ID,12232,12232,BJ4853.022.01,,"Cable ASSY, sample waveguide2 to X12H",2026-08-03T04:54:39.696Z
11382|REF|BJ4853.116,11382,REF,BJ4853.116,BJ4853116,BJ4853.116,,"BNC Cable, Cable service Panel-TestSocket",2026-08-03T04:54:39.696Z
11382|ID|11382,11382,ID,11382,11382,BJ4853.116,,"BNC Cable, Cable service Panel-TestSocket",2026-08-03T04:54:39.696Z
11383|REF|BJ4853.117,11383,REF,BJ4853.117,BJ4853117,BJ4853.117,,"BNC Cable, Cable Microwave Phase Unit-TestSocket",2026-08-03T04:54:39.696Z
11383|ID|11383,11383,ID,11383,11383,BJ4853.117,,"BNC Cable, Cable Microwave Phase Unit-TestSocket",2026-08-03T04:54:39.696Z
11408|REF|BJ4853.161,11408,REF,BJ4853.161,BJ4853161,BJ4853.161,,GANTRY SWITCH & CABLE,2026-08-03T04:54:39.696Z
11408|ID|11408,11408,ID,11408,11408,BJ4853.161,,GANTRY SWITCH & CABLE,2026-08-03T04:54:39.696Z
11072|REF|BJ4853.222.02,11072,REF,BJ4853.222.02,BJ485322202,BJ4853.222.02,,"CABLE ASSY,SK25E TO X38H",2026-08-03T04:54:39.696Z
11072|ID|11072,11072,ID,11072,11072,BJ4853.222.02,,"CABLE ASSY,SK25E TO X38H",2026-08-03T04:54:39.696Z
11073|REF|BJ4853.223.02,11073,REF,BJ4853.223.02,BJ485322302,BJ4853.223.02,,"CABLE ASSY,SK25F TO X38K",2026-08-03T04:54:39.696Z
11073|ID|11073,11073,ID,11073,11073,BJ4853.223.02,,"CABLE ASSY,SK25F TO X38K",2026-08-03T04:54:39.696Z
11851|REF|BJ4853.228.01,11851,REF,BJ4853.228.01,BJ485322801,BJ4853.228.01,,CABLE X30B - X43,2026-08-03T04:54:39.696Z
11851|ID|11851,11851,ID,11851,11851,BJ4853.228.01,,CABLE X30B - X43,2026-08-03T04:54:39.696Z
11120|REF|BJ4855.036.00,11120,REF,BJ4855.036.00,BJ485503600,BJ4855.036.00,,CHARGING HIGH VOLTAGE CABLE,2026-08-03T04:54:39.696Z
11120|ID|11120,11120,ID,11120,11120,BJ4855.036.00,,CHARGING HIGH VOLTAGE CABLE,2026-08-03T04:54:39.696Z
11816|REF|BJ4857.010.00,11816,REF,BJ4857.010.00,BJ485701000,BJ4857.010.00,,"CABLE FORM,EPID-ARM",2026-08-03T04:54:39.696Z
11816|ID|11816,11816,ID,11816,11816,BJ4857.010.00,,"CABLE FORM,EPID-ARM",2026-08-03T04:54:39.696Z
11930|REF|BJ5228.001,11930,REF,BJ5228.001,BJ5228001,BJ5228.001,,"DOM,256M,IDE SLOT",2026-08-03T04:54:39.696Z
11930|ID|11930,11930,ID,11930,11930,BJ5228.001,,"DOM,256M,IDE SLOT",2026-08-03T04:54:39.696Z
11931|REF|BJ5228.007.01,11931,REF,BJ5228.007.01,BJ522800701,BJ5228.007.01,,MAIN DOM,2026-08-03T04:54:39.696Z
11931|ID|11931,11931,ID,11931,11931,BJ5228.007.01,,MAIN DOM,2026-08-03T04:54:39.696Z
11418|REF|BJ5442.001,11418,REF,BJ5442.001,BJ5442001,BJ5442.001,,PCBS,2026-08-03T04:54:39.696Z
11418|ID|11418,11418,ID,11418,11418,BJ5442.001,,PCBS,2026-08-03T04:54:39.696Z
11431|REF|BJ5948.074,11431,REF,BJ5948.074,BJ5948074,BJ5948.074,,"PCB ASSY, POLARIZING POWEWR FOR ION CHAMBER",2026-08-03T04:54:39.696Z
11431|ID|11431,11431,ID,11431,11431,BJ5948.074,,"PCB ASSY, POLARIZING POWEWR FOR ION CHAMBER",2026-08-03T04:54:39.696Z
11380|REF|BJ5948.090,11380,REF,BJ5948.090,BJ5948090,BJ5948.090,,MCC Extender Board,2026-08-03T04:54:39.696Z
11380|ID|11380,11380,ID,11380,11380,BJ5948.090,,MCC Extender Board,2026-08-03T04:54:39.696Z
11381|REF|BJ5948.091,11381,REF,BJ5948.091,BJ5948091,BJ5948.091,,TRC Extender Board,2026-08-03T04:54:39.696Z
11381|ID|11381,11381,ID,11381,11381,BJ5948.091,,TRC Extender Board,2026-08-03T04:54:39.696Z
11422|REF|BJ5948.106,11422,REF,BJ5948.106,BJ5948106,BJ5948.106,,PLC INTERFAZ,2026-08-03T04:54:39.696Z
11422|ID|11422,11422,ID,11422,11422,BJ5948.106,,PLC INTERFAZ,2026-08-03T04:54:39.696Z
11450|REF|BJ5948.107,11450,REF,BJ5948.107,BJ5948107,BJ5948.107,,"PCB ASSY, IGBT Drive Board",2026-08-03T04:54:39.696Z
11450|ID|11450,11450,ID,11450,11450,BJ5948.107,,"PCB ASSY, IGBT Drive Board",2026-08-03T04:54:39.696Z
11426|REF|BJ5948.114,11426,REF,BJ5948.114,BJ5948114,BJ5948.114,,PCB,2026-08-03T04:54:39.696Z
11426|ID|11426,11426,ID,11426,11426,BJ5948.114,,PCB,2026-08-03T04:54:39.696Z
10237|REF|BJ5948.121,10237,REF,BJ5948.121,BJ5948121,BJ5948.121,,PCB ASSY MLC HEAD INTERFACE 1,2026-08-03T04:54:39.696Z
10237|ID|10237,10237,ID,10237,10237,BJ5948.121,,PCB ASSY MLC HEAD INTERFACE 1,2026-08-03T04:54:39.696Z
11841|REF|BJ5948.127,11841,REF,BJ5948.127,BJ5948127,BJ5948.127,,Field lamp dimmer assembly,2026-08-03T04:54:39.696Z
11841|ID|11841,11841,ID,11841,11841,BJ5948.127,,Field lamp dimmer assembly,2026-08-03T04:54:39.696Z
11131|REF|BJ5948.148,11131,REF,BJ5948.148,BJ5948148,BJ5948.148,,HIGH VOLTAGE RESISTOR ASSY,2026-08-03T04:54:39.696Z
11131|ID|11131,11131,ID,11131,11131,BJ5948.148,,HIGH VOLTAGE RESISTOR ASSY,2026-08-03T04:54:39.696Z
11470|REF|BJ5948.181,11470,REF,BJ5948.181,BJ5948181,BJ5948.181,,PCB DCMD-3,2026-08-03T04:54:39.696Z
11470|ID|11470,11470,ID,11470,11470,BJ5948.181,,PCB DCMD-3,2026-08-03T04:54:39.696Z
11469|REF|BJ5948.183,11469,REF,BJ5948.183,BJ5948183,BJ5948.183,,PCB PWM-3,2026-08-03T04:54:39.696Z
11469|ID|11469,11469,ID,11469,11469,BJ5948.183,,PCB PWM-3,2026-08-03T04:54:39.696Z
11620|REF|BJ5948.199,11620,REF,BJ5948.199,BJ5948199,BJ5948.199,,"PCB ASSY, PRF",2026-08-03T04:54:39.696Z
11620|ID|11620,11620,ID,11620,11620,BJ5948.199,,"PCB ASSY, PRF",2026-08-03T04:54:39.696Z
11617|REF|BJ5948.200,11617,REF,BJ5948.200,BJ5948200,BJ5948.200,,"PCB ASSY, DIGITAL I/O",2026-08-03T04:54:39.696Z
11617|ID|11617,11617,ID,11617,11617,BJ5948.200,,"PCB ASSY, DIGITAL I/O",2026-08-03T04:54:39.696Z
11619|REF|BJ5948.201,11619,REF,BJ5948.201,BJ5948201,BJ5948.201,,"PCB ASSY, LOGIC PROCESSING",2026-08-03T04:54:39.696Z
11619|ID|11619,11619,ID,11619,11619,BJ5948.201,,"PCB ASSY, LOGIC PROCESSING",2026-08-03T04:54:39.696Z
11618|REF|BJ5948.218,11618,REF,BJ5948.218,BJ5948218,BJ5948.218,,CPU BOARD ADVANTECH PCA-6782 ISA HALF-SIZE,2026-08-03T04:54:39.696Z
11618|ID|11618,11618,ID,11618,11618,BJ5948.218,,CPU BOARD ADVANTECH PCA-6782 ISA HALF-SIZE,2026-08-03T04:54:39.696Z
12233|REF|BJ5988.002,12233,REF,BJ5988.002,BJ5988002,BJ5988.002,,Microwave phase assembly,2026-08-03T04:54:39.696Z
12233|ID|12233,12233,ID,12233,12233,BJ5988.002,,Microwave phase assembly,2026-08-03T04:54:39.696Z
11622|REF|BJ5989.051.02,11622,REF,BJ5989.051.02,BJ598905102,BJ5989.051.02,,95MM FLEXIBLE RF,2026-08-03T04:54:39.696Z
11622|ID|11622,11622,ID,11622,11622,BJ5989.051.02,,95MM FLEXIBLE RF,2026-08-03T04:54:39.696Z
11310|REF|BJ6219.001.02,11310,REF,BJ6219.001.02,BJ621900102,BJ6219.001.02,,iViewC™ Arm brake cable-A,2026-08-03T04:54:39.696Z
11310|ID|11310,11310,ID,11310,11310,BJ6219.001.02,,iViewC™ Arm brake cable-A,2026-08-03T04:54:39.696Z
11311|REF|BJ6219.002.02,11311,REF,BJ6219.002.02,BJ621900202,BJ6219.002.02,,iViewC™ Arm brake cable-B,2026-08-03T04:54:39.696Z
11311|ID|11311,11311,ID,11311,11311,BJ6219.002.02,,iViewC™ Arm brake cable-B,2026-08-03T04:54:39.696Z
11312|REF|BJ6219.003.02,11312,REF,BJ6219.003.02,BJ621900302,BJ6219.003.02,,iViewC™ Detector brake cable-A,2026-08-03T04:54:39.696Z
11312|ID|11312,11312,ID,11312,11312,BJ6219.003.02,,iViewC™ Detector brake cable-A,2026-08-03T04:54:39.696Z
11313|REF|BJ6219.004.02,11313,REF,BJ6219.004.02,BJ621900402,BJ6219.004.02,,iViewC™ Detector brake cable-B,2026-08-03T04:54:39.696Z
11313|ID|11313,11313,ID,11313,11313,BJ6219.004.02,,iViewC™ Detector brake cable-B,2026-08-03T04:54:39.696Z
11387|REF|BJ6454.003,11387,REF,BJ6454.003,BJ6454003,BJ6454.003,,"""Tube Union, Right Angle, Copper,  Zincification, TTHD JSM ∅12 3/4-16 UNF-2B""",2026-08-03T04:54:39.696Z
11387|ID|11387,11387,ID,11387,11387,BJ6454.003,,"""Tube Union, Right Angle, Copper,  Zincification, TTHD JSM ∅12 3/4-16 UNF-2B""",2026-08-03T04:54:39.696Z
11386|REF|BJ6454.004,11386,REF,BJ6454.004,BJ6454004,BJ6454.004,,Pipe tie-in Assembly 1/4 inch,2026-08-03T04:54:39.696Z
11386|ID|11386,11386,ID,11386,11386,BJ6454.004,,Pipe tie-in Assembly 1/4 inch,2026-08-03T04:54:39.696Z
11389|REF|BJ6454.005,11389,REF,BJ6454.005,BJ6454005,BJ6454.005,,Right Angle tie-in assembly M16X1,2026-08-03T04:54:39.696Z
11389|ID|11389,11389,ID,11389,11389,BJ6454.005,,Right Angle tie-in assembly M16X1,2026-08-03T04:54:39.696Z
11385|REF|BJ6454.006,11385,REF,BJ6454.006,BJ6454006,BJ6454.006,,"Pipe tie-in Assembly M 3/8""",2026-08-03T04:54:39.696Z
11385|ID|11385,11385,ID,11385,11385,BJ6454.006,,"Pipe tie-in Assembly M 3/8""",2026-08-03T04:54:39.696Z
11384|REF|BJ6454.008,11384,REF,BJ6454.008,BJ6454008,BJ6454.008,,Pipe tie-in Assembly M 16x1,2026-08-03T04:54:39.696Z
11384|ID|11384,11384,ID,11384,11384,BJ6454.008,,Pipe tie-in Assembly M 16x1,2026-08-03T04:54:39.696Z
11616|REF|BJ6480.006,11616,REF,BJ6480.006,BJ6480006,BJ6480.006,,Upgrade IMRT ONCORAD,2026-08-03T04:54:39.696Z
11616|ID|11616,11616,ID,11616,11616,BJ6480.006,,Upgrade IMRT ONCORAD,2026-08-03T04:54:39.696Z
11451|REF|BJ8000.182_03,11451,REF,BJ8000.182_03,BJ800018203,BJ8000.182_03,,SCREW SPECIALITIES,2026-08-03T04:54:39.696Z
11451|ID|11451,11451,ID,11451,11451,BJ8000.182_03,,SCREW SPECIALITIES,2026-08-03T04:54:39.696Z
11432|REF|BJ8233.005,11432,REF,BJ8233.005,BJ8233005,BJ8233.005,,WASHERS,2026-08-03T04:54:39.696Z
11432|ID|11432,11432,ID,11432,11432,BJ8233.005,,WASHERS,2026-08-03T04:54:39.696Z
11388|REF|BJ8236.004,11388,REF,BJ8236.004,BJ8236004,BJ8236.004,,LOCKNUT M10X1,2026-08-03T04:54:39.696Z
11388|ID|11388,11388,ID,11388,11388,BJ8236.004,,LOCKNUT M10X1,2026-08-03T04:54:39.696Z
12228|REF|BJ9100.005,12228,REF,BJ9100.005,BJ9100005,BJ9100.005,,Accelerating waveguide assembly-TB-6U spare part kit,2026-08-03T04:54:39.696Z
12228|ID|12228,12228,ID,12228,12228,BJ9100.005,,Accelerating waveguide assembly-TB-6U spare part kit,2026-08-03T04:54:39.696Z
11173|REF|BJ9100.009,11173,REF,BJ9100.009,BJ9100009,BJ9100.009,,Ionization Chamber spare kit,2026-08-03T04:54:39.696Z
11173|ID|11173,11173,ID,11173,11173,BJ9100.009,,Ionization Chamber spare kit,2026-08-03T04:54:39.696Z
11904|REF|BJ9100.060,11904,REF,BJ9100.060,BJ9100060,BJ9100.060,,"FRU,FIELD LAMP DIMMER",2026-08-03T04:54:39.696Z
11904|ID|11904,11904,ID,11904,11904,BJ9100.060,,"FRU,FIELD LAMP DIMMER",2026-08-03T04:54:39.696Z
10235|REF|BJ9200.046.00,10235,REF,BJ9200.046.00,BJ920004600,BJ9200.046.00,,MOD KIT FOR SF6 FILLING ASSEMBLY,2026-08-03T04:54:39.696Z
10235|ID|10235,10235,ID,10235,10235,BJ9200.046.00,,MOD KIT FOR SF6 FILLING ASSEMBLY,2026-08-03T04:54:39.696Z
10481|REF|BJ9200.078.01,10481,REF,BJ9200.078.01,BJ920007801,BJ9200.078.01,,IVIEWC MOD KIT,2026-08-03T04:54:39.696Z
10481|ID|10481,10481,ID,10481,10481,BJ9200.078.01,,IVIEWC MOD KIT,2026-08-03T04:54:39.696Z
9|REF|BL01,9,REF,BL01,BL01,BL01,,KIT Blacbox para MOSAIQ 2xUSB + HDMI 4K,2026-08-03T04:54:39.696Z
9|ID|9,9,ID,9,9,BL01,,KIT Blacbox para MOSAIQ 2xUSB + HDMI 4K,2026-08-03T04:54:39.696Z
11318|REF|c.m_893001012___S_N_0040,11318,REF,c.m_893001012___S_N_0040,CM893001012SN0040,c.m_893001012___S_N_0040,,Telecomando  Azul,2026-08-03T04:54:39.696Z
11318|ID|11318,11318,ID,11318,11318,c.m_893001012___S_N_0040,,Telecomando  Azul,2026-08-03T04:54:39.696Z
11334|REF|c.m_893001028_S_N_0040,11334,REF,c.m_893001028_S_N_0040,CM893001028SN0040,c.m_893001028_S_N_0040,,Cable conector,2026-08-03T04:54:39.696Z
11334|ID|11334,11334,ID,11334,11334,c.m_893001028_S_N_0040,,Cable conector,2026-08-03T04:54:39.696Z
11927|REF|C#89508-551,11927,REF,C#89508-551,C89508551,C#89508-551,,MONACO Upgrade KIT for MONACO 5.51,2026-08-03T04:54:39.696Z
11927|ID|11927,11927,ID,11927,11927,C#89508-551,,MONACO Upgrade KIT for MONACO 5.51,2026-08-03T04:54:39.696Z
12272|REF|C#89508-62,12272,REF,C#89508-62,C8950862,C#89508-62,,SRP - MONACO SOFTWARE 6.2.2,2026-08-03T04:54:39.696Z
12272|ID|12272,12272,ID,12272,12272,C#89508-62,,SRP - MONACO SOFTWARE 6.2.2,2026-08-03T04:54:39.696Z
12273|REF|C#91732,12273,REF,C#91732,C91732,C#91732,,WINDOWS 10 IOT,2026-08-03T04:54:39.696Z
12273|ID|12273,12273,ID,12273,12273,C#91732,,WINDOWS 10 IOT,2026-08-03T04:54:39.696Z
11523|REF|C01,11523,REF,C01,C01,C01,,Enfriador de Agua - Chiller para Acelerador Elekta,2026-08-03T04:54:39.696Z
11523|ID|11523,11523,ID,11523,11523,C01,,Enfriador de Agua - Chiller para Acelerador Elekta,2026-08-03T04:54:39.696Z
10967|REF|C4237,10967,REF,C4237,C4237,C4237,,Transistores de potencia para PCB Magnetron y Gun filament,2026-08-03T04:54:39.696Z
10967|ID|10967,10967,ID,10967,10967,C4237,,Transistores de potencia para PCB Magnetron y Gun filament,2026-08-03T04:54:39.696Z
11307|REF|C7976A,11307,REF,C7976A,C7976A,C7976A,,HPE - LTO-6 Ultrium 6.25TB MP RW Data Tape,2026-08-03T04:54:39.696Z
11307|ID|11307,11307,ID,11307,11307,C7976A,,HPE - LTO-6 Ultrium 6.25TB MP RW Data Tape,2026-08-03T04:54:39.696Z
12251|REF|Celular,12251,REF,Celular,CELULAR,Celular,,Celular_Usado,2026-08-03T04:54:39.696Z
12251|ID|12251,12251,ID,12251,12251,Celular,,Celular_Usado,2026-08-03T04:54:39.696Z
12256|REF|Celular_Usado_2,12256,REF,Celular_Usado_2,CELULARUSADO2,Celular_Usado_2,,Celular_Usado,2026-08-03T04:54:39.696Z
12256|ID|12256,12256,ID,12256,12256,Celular_Usado_2,,Celular_Usado,2026-08-03T04:54:39.696Z
12179|REF|CLF12mm-Festo,12179,REF,CLF12mm-Festo,CLF12MMFESTO,CLF12mm-Festo,,Coplas Linac (Festo 12mm),2026-08-03T04:54:39.696Z
12179|ID|12179,12179,ID,12179,12179,CLF12mm-Festo,,Coplas Linac (Festo 12mm),2026-08-03T04:54:39.696Z
12246|REF|Copia_de_1515997,12246,REF,Copia_de_1515997,COPIADE1515997,Copia_de_1515997,,"THYRATRON,GL1551A",2026-08-03T04:54:39.696Z
12246|ID|12246,12246,ID,12246,12246,Copia_de_1515997,,"THYRATRON,GL1551A",2026-08-03T04:54:39.696Z
12156|REF|Copia_de_45133318475,12156,REF,Copia_de_45133318475,COPIADE45133318475,Copia_de_45133318475,,CABLE 12 (PL810B– SKT811B),2026-08-03T04:54:39.696Z
12156|ID|12156,12156,ID,12156,12156,Copia_de_45133318475,,CABLE 12 (PL810B– SKT811B),2026-08-03T04:54:39.696Z
11725|REF|Cortante01,11725,REF,Cortante01,CORTANTE01,Cortante01,,NEXXT SOLUTIONS - SIDE CUTTER PLIER 5INCH,2026-08-03T04:54:39.696Z
11725|ID|11725,11725,ID,11725,11725,Cortante01,,NEXXT SOLUTIONS - SIDE CUTTER PLIER 5INCH,2026-08-03T04:54:39.696Z
10815|REF|D-410102,10815,REF,D-410102,D410102,D-410102,,Rollo etiqueta 54mmX70mt APOTECA PS,2026-08-03T04:54:39.696Z
10815|ID|10815,10815,ID,10815,10815,D-410102,,Rollo etiqueta 54mmX70mt APOTECA PS,2026-08-03T04:54:39.696Z
11067|REF|D21142668,11067,REF,D21142668,D21142668,D21142668,,MCP SP1 CS8/C MO2/UL/RO,2026-08-03T04:54:39.696Z
11067|ID|11067,11067,ID,11067,11067,D21142668,,MCP SP1 CS8/C MO2/UL/RO,2026-08-03T04:54:39.696Z
10861|REF|DE176956,10861,REF,DE176956,DE176956,DE176956,,Calibration Services Ionization Chamber and Electrometers,2026-08-03T04:54:39.696Z
10861|ID|10861,10861,ID,10861,10861,DE176956,,Calibration Services Ionization Chamber and Electrometers,2026-08-03T04:54:39.696Z
10787|REF|DirectAccess1,10787,REF,DirectAccess1,DIRECTACCESS1,DirectAccess1,,Servidor Direct Access Citrix,2026-08-03T04:54:39.696Z
10787|ID|10787,10787,ID,10787,10787,DirectAccess1,,Servidor Direct Access Citrix,2026-08-03T04:54:39.696Z
12046|REF|DJW12-5.0,12046,REF,DJW12-5.0,DJW1250,DJW12-5.0,,BATERIA LEOCH 12V/5AH,2026-08-03T04:54:39.696Z
12046|ID|12046,12046,ID,12046,12046,DJW12-5.0,,BATERIA LEOCH 12V/5AH,2026-08-03T04:54:39.696Z
11114|REF|DL49-000,11114,REF,DL49-000,DL49000,DL49-000,,Precalibration functionality test,2026-08-03T04:54:39.696Z
11114|ID|11114,11114,ID,11114,11114,DL49-000,,Precalibration functionality test,2026-08-03T04:54:39.696Z
11115|REF|DL50-000,11115,REF,DL50-000,DL50000,DL50-000,,Precalibration functionality test,2026-08-03T04:54:39.696Z
11115|ID|11115,11115,ID,11115,11115,DL50-000,,Precalibration functionality test,2026-08-03T04:54:39.696Z
11116|REF|DS02-000,11116,REF,DS02-000,DS02000,DS02-000,,Ion chamber 0.13 ccm,2026-08-03T04:54:39.696Z
11116|ID|11116,11116,ID,11116,11116,DS02-000,,Ion chamber 0.13 ccm,2026-08-03T04:54:39.696Z
11104|REF|DVD01,11104,REF,DVD01,DVD01,DVD01,7804612571018,Eric Clapton en Vivo - DVD,2026-08-03T04:54:39.696Z
11104|BARCODE|7804612571018,11104,BARCODE,7804612571018,7804612571018,DVD01,7804612571018,Eric Clapton en Vivo - DVD,2026-08-03T04:54:39.696Z
11104|ID|11104,11104,ID,11104,11104,DVD01,7804612571018,Eric Clapton en Vivo - DVD,2026-08-03T04:54:39.696Z
11558|REF|E01,11558,REF,E01,E01,E01,,Estabilizador tipo Servo Trifásico Potencia : 45kVA,2026-08-03T04:54:39.696Z
11558|ID|11558,11558,ID,11558,11558,E01,,Estabilizador tipo Servo Trifásico Potencia : 45kVA,2026-08-03T04:54:39.696Z
12085|REF|EP2,12085,REF,EP2,EP2,EP2,,Grasa multiproposito EP2,2026-08-03T04:54:39.696Z
12085|ID|12085,12085,ID,12085,12085,EP2,,Grasa multiproposito EP2,2026-08-03T04:54:39.696Z
11559|REF|EV01,11559,REF,EV01,EV01,EV01,,Estabilizador tipo Servo Trifásico Potencia : 45kVA,2026-08-03T04:54:39.696Z
11559|ID|11559,11559,ID,11559,11559,EV01,,Estabilizador tipo Servo Trifásico Potencia : 45kVA,2026-08-03T04:54:39.696Z
10889|REF|Exradin_W1,10889,REF,Exradin_W1,EXRADINW1,Exradin_W1,,Exradin W1 Scintillator System,2026-08-03T04:54:39.696Z
10889|ID|10889,10889,ID,10889,10889,Exradin_W1,,Exradin W1 Scintillator System,2026-08-03T04:54:39.696Z
10809|REF|F-410073,10809,REF,F-410073,F410073,F-410073,,Jeringa 50ml,2026-08-03T04:54:39.696Z
10809|ID|10809,10809,ID,10809,10809,F-410073,,Jeringa 50ml,2026-08-03T04:54:39.696Z
11142|REF|F-410144,11142,REF,F-410144,F410144,F-410144,,Dosing Device 50ml,2026-08-03T04:54:39.696Z
11142|ID|11142,11142,ID,11142,11142,F-410144,,Dosing Device 50ml,2026-08-03T04:54:39.696Z
11825|REF|F153053FV,11825,REF,F153053FV,F153053FV,F153053FV,,Festo Racor Rapido Rosc.,2026-08-03T04:54:39.696Z
11825|ID|11825,11825,ID,11825,11825,F153053FV,,Festo Racor Rapido Rosc.,2026-08-03T04:54:39.696Z
11719|REF|Fraxion,11719,REF,Fraxion,FRAXION,Fraxion,,Elekta Fraxion Stereotactic System,2026-08-03T04:54:39.696Z
11719|ID|11719,11719,ID,11719,11719,Fraxion,,Elekta Fraxion Stereotactic System,2026-08-03T04:54:39.696Z
11106|REF|FREIGHT,11106,REF,FREIGHT,FREIGHT,FREIGHT,,FREIGHT,2026-08-03T04:54:39.696Z
11106|ID|11106,11106,ID,11106,11106,FREIGHT,,FREIGHT,2026-08-03T04:54:39.696Z
11974|REF|FRG700KF25,11974,REF,FRG700KF25,FRG700KF25,FRG700KF25,,"FRG-700 FULL RANGE PIRANI/IMG GAUGE,KF25 - Agilent",2026-08-03T04:54:39.696Z
11974|ID|11974,11974,ID,11974,11974,FRG700KF25,,"FRG-700 FULL RANGE PIRANI/IMG GAUGE,KF25 - Agilent",2026-08-03T04:54:39.696Z
10808|REF|G-410072,10808,REF,G-410072,G410072,G-410072,,Jeringa 20ml,2026-08-03T04:54:39.696Z
10808|ID|10808,10808,ID,10808,10808,G-410072,,Jeringa 20ml,2026-08-03T04:54:39.696Z
11141|REF|G-410143,11141,REF,G-410143,G410143,G-410143,,Dosing Device 20ml,2026-08-03T04:54:39.696Z
11141|ID|11141,11141,ID,11141,11141,G-410143,,Dosing Device 20ml,2026-08-03T04:54:39.696Z
