Timestamp,Estado,ID Tarea Fieldbeat,Cliente,Tipo de Tarea,SKU Repuesto,Cantidad Descontada,ID Bodega Usada,ID Movimiento Dolibarr,Mensaje de Error
25/11/2025 8:30:00,Éxito (Validación Manual),3400,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA NO PROGRAMADA,1567798,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1567798') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1567798')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
24/11/2025 19:55:00,Éxito (Sin Repuestos),3399,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,,,,,
24/11/2025 9:30:00,Éxito (Sin Repuestos),3402,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,,,,,
24/11/2025 8:30:00,Éxito (Sin Repuestos),3401,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,,,,,
24/11/2025 8:30:00,Éxito (Sin Repuestos),3398,HOSPITAL CARLOS VAN BUREN (SSVSA),PUESTA EN MARCHA,,,,,
21/11/2025 15:46:00,Éxito (Validación Manual),3394,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,1517098,2,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1517098') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1517098')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
18/11/2025 18:30:00,Éxito (Sin Repuestos),3393,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA NO PROGRAMADA,,,,,
18/11/2025 16:56:00,Éxito (Validación Manual),3392,INRAD,CORRECTIVA PROGRAMADA,LMD. 45133909025. ME 1008587,2,Pañol del sitio,FIX_PATCH_20260119,"La bodega de origen ""Pañol del sitio"" no se encontró en la hoja 'Diccionario'. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
18/11/2025 15:07:00,Éxito (Sin Repuestos),3391,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,,,,,
17/11/2025 23:30:00,Éxito (Sin Repuestos),3397,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,,,,,
17/11/2025 10:33:00,Éxito (Sin Repuestos),3388,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,,,,,
14/11/2025 23:00:00,Éxito (Validación Manual),3396,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,1565835,2,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1565835') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1565835')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
14/11/2025 20:57:00,Éxito (Sin Repuestos),3384,UC CHRISTUS - CECA,CORRECTIVA PROGRAMADA,,,,,
14/11/2025 20:34:00,Éxito (Validación Manual),3383,UC CHRISTUS - CECA,CORRECTIVA PROGRAMADA,4513341185001U,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'4513341185001U') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'4513341185001U')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
14/11/2025 19:00:00,Éxito (Sin Repuestos),3389,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA PROGRAMADA,,,,,
14/11/2025 17:30:00,Éxito (Sin Repuestos),3380,CLÍNICA LAS CONDES,CORRECTIVA NO PROGRAMADA,,,,,
14/11/2025 17:05:00,Éxito (Validación Manual),3390,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA NO PROGRAMADA,1534958,16,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1534958') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1534958')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
14/11/2025 16:30:00,Éxito (Sin Repuestos),3382,CLÍNICA LAS CONDES,REQUERIMIENTO DEL CLIENTE,,,,,
14/11/2025 14:34:00,Éxito (Validación Manual),3379,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,no,0,,FIX_PATCH_20260119,Cantidad de repuesto no especificada o es cero. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)
13/11/2025 21:40:00,Éxito (Sin Repuestos),3385,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,,,,,
12/11/2025 11:24:00,Éxito (Validación Manual),3377,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,1517657,2,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1517657') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1517657')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
11/11/2025 14:49:00,Éxito (Sin Repuestos),3376,CLÍNICA LAS CONDES,CORRECTIVA PROGRAMADA,,,,,
11/11/2025 12:52:00,Éxito (Validación Manual),3375,INRAD,CORRECTIVA PROGRAMADA,MG5193,1,Otros (Comente),FIX_PATCH_20260119,"La bodega de origen ""Otros (Comente)"" no se encontró en la hoja 'Diccionario'. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
10/11/2025 11:30:00,Éxito (Sin Repuestos),3374,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,,,,,
10/11/2025 10:00:00,Éxito (Sin Repuestos),3386,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
10/11/2025 8:50:00,Éxito (Sin Repuestos),3372,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
8/11/2025 1:00:00,Éxito (Validación Manual),3371,HOSPITAL CARLOS VAN BUREN (SSVSA),CORRECTIVA PROGRAMADA,1534958,10,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1534958') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1534958')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
7/11/2025 20:00:00,Éxito (Validación Manual),3373,RADIO ONCOLOGÍA DEL SUR,PREVENTIVA PROGRAMADA,1018265,1,Otros (Comente),FIX_PATCH_20260119,"La bodega de origen ""Otros (Comente)"" no se encontró en la hoja 'Diccionario'. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
7/11/2025 10:00:00,Éxito (Validación Manual),3370,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,1549950,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1549950') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1549950')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
6/11/2025 22:00:00,Éxito (Sin Repuestos),3369,UC CHRISTUS - CECA,CORRECTIVA NO PROGRAMADA,,,,,
6/11/2025 16:00:00,Éxito (Sin Repuestos),3367,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,,,,,
6/11/2025 15:40:00,Éxito (Sin Repuestos),3368,FUNDACION ARTURO LOPEZ PEREZ,INSTALACION - INTEGRACION,,,,,
5/11/2025 16:10:00,Éxito (Sin Repuestos),3366,HOSPITAL CARLOS VAN BUREN (SSVSA),REQUERIMIENTO DEL CLIENTE,,,,,
4/11/2025 20:30:00,Éxito (Sin Repuestos),3365,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,,,,,
3/11/2025 10:27:00,Éxito (Validación Manual),3364,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,FIX_PATCH_20260119,Falla al obtener datos de Fieldbeat: Cannot read properties of undefined (reading 'groups') :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)
29/10/2025 13:16:00,Éxito (Sin Repuestos),3363,HOSPITAL CARLOS VAN BUREN (SSVSA),REQUERIMIENTO DEL CLIENTE,,,,,
28/10/2025 21:00:00,Éxito (Validación Manual),3362,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,1564298,2,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1564298') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1564298')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
27/10/2025 20:05:00,Éxito (Validación Manual),3361,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,1534958,13,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1534958') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1534958')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
27/10/2025 9:46:00,Éxito (Sin Repuestos),3360,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,,,,,
25/10/2025 21:34:00,Éxito (Validación Manual),3359,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,1565835,2,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1565835') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1565835')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
24/10/2025 20:30:00,Éxito (Validación Manual),3358,CLÍNICA SANATORIO ALEMÁN (ONCORAD),PREVENTIVA PROGRAMADA,45133326854,1,Otros (Comente),FIX_PATCH_20260119,"La bodega de origen ""Otros (Comente)"" no se encontró en la hoja 'Diccionario'. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
24/10/2025 17:35:00,Éxito (Validación Manual),3357,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,117482,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'117482') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'117482')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
23/10/2025 20:00:00,Éxito (Sin Repuestos),3356,UC CHRISTUS - SCA,CORRECTIVA PROGRAMADA,,,,,
23/10/2025 18:40:00,Éxito (Sin Repuestos),3355,FUNDACION ARTURO LOPEZ PEREZ,CORRECTIVA PROGRAMADA,,,,,
23/10/2025 9:16:00,Éxito (Sin Repuestos),3353,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,,,,,
23/10/2025 3:00:00,Éxito (Validación Manual),3354,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA PROGRAMADA,1531853,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1531853') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1531853')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
21/10/2025 20:32:00,Éxito (Sin Repuestos),3352,UC CHRISTUS - CECA,CORRECTIVA PROGRAMADA,,,,,
21/10/2025 15:50:00,Éxito (Sin Repuestos),3351,INSTITUTO DE SALUD PUBLICA (ISP),PREVENTIVA PROGRAMADA,,,,,
20/10/2025 19:30:00,Éxito (Sin Repuestos),3350,CLÍNICA SANATORIO ALEMÁN (ONCORAD),CORRECTIVA PROGRAMADA,,,,,
20/10/2025 11:15:00,Éxito (Sin Repuestos),3348,FUNDACION ARTURO LOPEZ PEREZ,REQUERIMIENTO DEL CLIENTE,,,,,
20/10/2025 10:30:00,Éxito (Sin Repuestos),3346,CLINICA ALEMANA DE SANTIAGO,PUESTA EN MARCHA,,,,,
17/10/2025 22:30:00,Éxito (Validación Manual),3349,RADIO ONCOLOGÍA DEL SUR,CORRECTIVA PROGRAMADA,1529520-1527814,2,Otros (Comente),FIX_PATCH_20260119,"La bodega de origen ""Otros (Comente)"" no se encontró en la hoja 'Diccionario'. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
17/10/2025 17:09:00,Éxito (Validación Manual),3345,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,1534958,1,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1534958') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1534958')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
16/10/2025 9:30:00,Éxito (Sin Repuestos),3344,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,,,,,
16/10/2025 0:00:00,Éxito (Validación Manual),3347,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA NO PROGRAMADA,no,0,Otros (Comente),FIX_PATCH_20260119,Cantidad de repuesto no especificada o es cero. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)
15/10/2025 22:00:00,Éxito (Sin Repuestos),3343,Instituto Nacional del Cáncer (INC),CORRECTIVA PROGRAMADA,,,,,
15/10/2025 14:46:00,Éxito (Sin Repuestos),3342,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,,,,,
14/10/2025 15:13:00,Éxito (Sin Repuestos),3339,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA NO PROGRAMADA,,,,,
14/10/2025 15:00:00,Éxito (Sin Repuestos),3340,CLINICA ALEMANA DE SANTIAGO,REQUERIMIENTO DEL CLIENTE,,,,,
14/10/2025 11:30:00,Éxito (Validación Manual),3341,SERVICIO DE SALUD DE MAGALLANES,CORRECTIVA NO PROGRAMADA,0,0,Otros (Comente),FIX_PATCH_20260119,Cantidad de repuesto no especificada o es cero. :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)
13/10/2025 13:55:00,Éxito (Sin Repuestos),3338,UC CHRISTUS - SCA,REQUERIMIENTO DEL CLIENTE,,,,,
13/10/2025 13:45:00,Éxito (Validación Manual),3337,Instituto Nacional del Cáncer (INC),CORRECTIVA NO PROGRAMADA,1534958,11,Pañol E&G,FIX_PATCH_20260119,"Dolibarr API error: 503 en products?sqlfilters=(t.ref:'1534958') - {
    ""error"": {
        ""code"": 503,
        ""message"": ""Service Unavailable: Error when retrieve product list : You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ':'1534958')) ORDER BY t.ref ASC LIMIT 101' at line 1""
    },
    ""debug"": {
        ""source"": ""api_products.class.php:260 at call stage"",
        ""stages"": {
            ""success"": [
                ""get"",
                ""route"",
                ""negotiate"",
                ""authenticate"",
                ""validate""
            ],
            ""failure"": [
                ""call"",
                ""message""
            ]
        }
    }
} :: ESTATUS ACTUALIZADO: modificado post fix de errores de la versión 19/01/2026 (Validado Manualmente)"
13/10/2025 13:35:00,Éxito (Sin Repuestos),3336,CLINICA ALEMANA DE SANTIAGO,CORRECTIVA PROGRAMADA,,,,,
