used_part_id,fieldbeat_task_id,zendesk_ticket_id,part_name,raw_part_identifier,normalized_part_identifier,dolibarr_product_id,dolibarr_ref,dolibarr_barcode,dolibarr_label,match_method,match_confidence,match_status,needs_manual_review,candidate_dolibarr_product_ids
"951|2|0|107043-11
107771-11",951,,"Computador TCS HP 5810 RP5
DVD instalación y Servicio Oncentra TCS","107043-11
107771-11",1070431110777111,11724,107043,,TCS computer HP RP5800 series,REF_LIKE,0.5,MATCHED,true,
952|2|0|SN,952,,NA,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
953|2|0|1007545,953,,MLC reflector spares kit,1007545,1007545,11569,1007545,,MLC REFLECTOR SPARES KIT,REF_EXACT,1,MATCHED,false,
953|2|1|451333326854,953,,"Mout, mirror (mylar)",451333326854,451333326854,,,,,NONE,0,NO_MATCH,true,
953|2|2|1010495,953,,Camera mirror assemb,1010495,1010495,11570,1010495,,CAMERA MIRROR ASSEMBLY,REF_EXACT,1,MATCHED,false,
953|2|3|45133327662,953,,Beam Splitter mirror,45133327662,45133327662,11571,45133327662,,BEAM SPLITTER MIRROR ASSY,REF_EXACT,1,MATCHED,false,
953|2|4|4513332766303F,953,,proyector mirror Assy,4513332766303F,4513332766303F,11567,4513332766303F,,PROJECTOR MIRROR ASSY,REF_EXACT,1,MATCHED,false,
953|2|5|155579,953,,Lens Ricoh FL-Bc1218A,155579,155579,,,,,NONE,0,NO_MATCH,true,
"954|2|0|motores: 451333264430
tornillo: 8113024 2521_01",954,,03 motores y 01 tornillo.,"motores: 451333264430
tornillo: 8113024 2521_01",MOTORES451333264430TORNILLO8113024252101,,,,,NONE,0,NO_MATCH,true,
955|2|0|1347987,955,,pcb motor drive,1347987,1347987,,,,,NONE,0,NO_MATCH,true,
956|2|0|No hay,956,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
957|2|0|1017632,957,,"pcb assy, camera CCU",1017632,1017632,11872,1017632_usado,,PCB ASSY CAMERA CCU,REF_LIKE,0.5,MATCHED,true,
960|2|0|NA,960,,NA,NA,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
96|2|0|s/n,96,,no hay,s/n,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
94|2|0|1018268,94,,"FRU MOTOR BRUSH SET (ELECTROCRAFT).
",1018268,1018268,,,,,NONE,0,NO_MATCH,true,
92|2|0|sin numero,92,,no hay,sin numero,SINNUMERO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
90|2|0|No hay.,90,,Brocha y aspiradora.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
89|2|0|No hay,89,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
87|2|0|1016474,87,,1 Freno DLG,1016474,1016474,11873,1016474_usado,,"KIT, SPARES, DLG BRAKE",REF_LIKE,0.5,MATCHED,true,
85|2|0|N/A,85,,N/C,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
81|2|0|,81,,DLG PCB  SN 1538489 / 1 Tornillo-Nuez-Motor Agility Banco Y2,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
8|2|0|no hay,8,,no hay,no hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
78|2|0|45133308530,78,,Magnetron MG6370E.  Serie 18088055,45133308530,45133308530,11007,45133308530,,"New fast tune magnetron, MG6370",REF_EXACT,1,MATCHED,false,
76|2|0|,76,,Fusible de retardo de 10 amp.,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
74|2|0|Sin numero,74,,Conector Rs,Sin numero,SINNUMERO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
72|2|0|No hay,72,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
70|2|0|9239 315 18204,70,,"Ampolleta PHILLIPS 13,8V50W.  GX5.3.    N/P. 13289.",9239 315 18204,923931518204,11448,923931518204,,AMPOLLETA MLC TYPE 13289,REF_NORMALIZED_EXACT,0.85,MATCHED,false,
67|2|0|No hay.,67,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
63|2|0|1026565,63,,Temp Controller NSerie 900658090004,1026565,1026565,11028,1026565,,Temperature controller,REF_EXACT,1,MATCHED,false,
61|2|0|N/A,61,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
6|2|0|None,6,,None,None,NONE,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
56|2|0|No hay,56,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
54|2|0|8213-219-00352,54,,Fuse 10A - 250V,8213-219-00352,821321900352,11061,821321900352,,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",REF_NORMALIZED_EXACT,0.85,MATCHED,false,
50|3|0|653950-001,50,,Disco HP 146GB 15K 6G SFF DÍAS x1,653950-001,653950001,11296,653950,,HP 146GB 15K 6G SFF SAS SC HDD,REF_LIKE,0.5,MATCHED,true,
50|2|0|669324-B21,50,,Memoria HP 8GB PC3-12600 DDR3 ECC x64,669324-B21,669324B21,11303,669324-B21,,HP 8GB PC3-12800E DDR3-1600 ECC DIMM,REF_EXACT,1,MATCHED,false,
"45|3|0|4514 332 6854
4513 332 7662
4513 332 7662
4513 316 4412",45,,"Mirror Assembly
Beam Spitter Mirror Assy
Beam Spitter Mirror
Fine Pot 20K ","4514 332 6854
4513 332 7662
4513 332 7662
4513 316 4412",45143326854451333276624513332766245133164412,11571,45133327662,,BEAM SPLITTER MIRROR ASSY,REF_LIKE,0.5,MATCHED,true,
41|2|0|,41,,"Sesión Webex
",,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
4|2|0|cafe 2335689,4,,Escobas huaipe,cafe 2335689,CAFE2335689,,,,,NONE,0,NO_MATCH,true,
38|2|0|N/A,38,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
36|2|0|No hay.,36,,Grasa. WD40. Paños de limpieza.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
34|2|0|none,34,,none,none,NONE,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
32|3|0|647907-B21,32,,HP 4GB 2RX8 PC3L-10600E MEMORY MODULE (1X4GB),647907-B21,647907B21,,,,,NONE,0,NO_MATCH,true,
32|2|0|C7975A,32,,HPE Ultrium LTO-5 3TB RW Data Tape,C7975A,C7975A,,,,,NONE,0,NO_MATCH,true,
30|2|0|no hay,30,,insumos WD40 y Limpia contacto y elementos de limpieza de optica.,no hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
99|2|0|No hay.,99,,"Grasa EP2, aceite liviano y paños limpieza.",No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
95|2|0|4513 331 8864,95,,Potenciometro Check,4513 331 8864,45133318864,10981,45133318864,,"RV8 xxx X,Y,ISO CHECK & COARSE",REF_NORMALIZED_EXACT,0.85,MATCHED,false,
93|2|0|No hay.,93,,"Limpiacontacto, paños de limpieza y grasa EP2.",No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
9|2|0|No hay,9,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
88|2|0|No hay.,88,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
84|2|0|1505720,84,,PCB Detector Control Board (DCB),1505720,1505720,10393,1505720,,"MV, DCB, PROGRAMED",REF_EXACT,1,MATCHED,false,
82|2|0|,82,,4 Nueces-Tornillos-Motor,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
80|2|0|No hay.,80,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
79|2|0|N/A,79,,no hay,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
77|2|0|No hay,77,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
75|2|0|no aplica,75,,no aplica,no aplica,NOAPLICA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
73|2|0|N/A,73,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
7|2|0|100000001,7,,barros luco,100000001,100000001,,,,,NONE,0,NO_MATCH,true,
68|2|0|T21321900352,68,,fusible de retardo 10 amp.,T21321900352,T21321900352,,,,,NONE,0,NO_MATCH,true,
66|2|0|1526647,66,,DLG PCB,1526647,1526647,,,,,NONE,0,NO_MATCH,true,
64|2|0|No hay.,64,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
60|2|0|N/A,60,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
57|2|0|No hay.,57,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
48|2|0|SN,48,,N/C,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
46|2|0|1023530,46,,Arm control board.,1023530,1023530,10389,1023530,,ARM CONTROL BOARD (ACB) - IViEWGT,REF_EXACT,1,MATCHED,false,
42|2|0|N/A,42,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
40|2|0|N/A,40,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
39|2|0|1006737,39,,PCB SIB,1006737,1006737,12071,1006737_usado,,SIB PCB,REF_LIKE,0.5,MATCHED,true,
35|2|0|No hay.,35,,No Hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
33|2|0|821321900352,33,,"Fuse 10A 32 Vac, time delay, glass cartridge 32mm x 6,3 mm (FS32E).",821321900352,821321900352,11061,821321900352,,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",REF_EXACT,1,MATCHED,false,
29|2|0|No hay,29,,"Amarras plásticas.
Enchufes machos.
Huincha aisladora.",No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
23|2|0|None,23,,None,None,NONE,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
"222|2|0|Relay sin numero.

Magnetron MG5193",222,,"Relay de 24 Vdc.

Magnetron e2V Teledyne  Número serie 18351056C","Relay sin numero.

Magnetron MG5193",RELAYSINNUMEROMAGNETRONMG5193,,,,,NONE,0,NO_MATCH,true,
220|2|0|---,220,,N/C,---,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
217|2|0|,217,,Ampolleta Halogen 12V / 75w,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
215|2|0|No hay.,215,,No hay,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
213|2|0|no aplica,213,,no hay,no aplica,NOAPLICA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
211|2|0|9239 315 18204,211,,Projector halogen bulb,9239 315 18204,923931518204,11448,923931518204,,AMPOLLETA MLC TYPE 13289,REF_NORMALIZED_EXACT,0.85,MATCHED,false,
21|2|0|no hsy,21,,no hsy,no hsy,NOHSY,,,,,NONE,0,NO_MATCH,true,
205|2|0|45133165177,205,,"Thyratron e2v. CX1154L  Teledyne

S/N 39855",45133165177,45133165177,10716,45133165177,,THYRATRON e2v CX1154L,REF_EXACT,1,MATCHED,false,
203|2|0|No hay.,203,,No Hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
199|2|0|1018874,199,,Diode SI 1N416CM-D023,1018874,1018874,11757,1018874,,"Diode, SI 1N416CM-D023",REF_EXACT,1,MATCHED,false,
197|2|0|45133502668 / 1024939 01,197,,resorte y ventilador,45133502668 / 1024939 01,45133502668102493901,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,10776|10704
195|2|0|,195,,aceite multisuso,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
184|2|0|4515 330 48000,184,,GUN ASSY,4515 330 48000,451533048000,,,,,NONE,0,NO_MATCH,true,
182|2|0|4513 331 17858,182,,FRU ISO ROTATION,4513 331 17858,451333117858,,,,,NONE,0,NO_MATCH,true,
180|2|0|1017392,180,,Kit arm actuator,1017392,1017392,11552,1017392,,Linear Actuator iViewGT /XVI,REF_EXACT,1,MATCHED,false,
179|2|0|1023530,179,,Arm Control Board - IviewGT,1023530,1023530,10389,1023530,,ARM CONTROL BOARD (ACB) - IViEWGT,REF_EXACT,1,MATCHED,false,
177|2|0|S/N 91951712,177,,Thales TH 7195 B,S/N 91951712,SN91951712,,,,,NONE,0,NO_MATCH,true,
175|2|0|No hay.,175,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
171|2|0|8213 219 00352,171,,Fusible FS 32 V. 10 AMP.,8213 219 00352,821321900352,11061,821321900352,,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",REF_NORMALIZED_EXACT,0.85,MATCHED,false,
17|3|0|1000095641/7,17,,Service Slitless Flight,1000095641/7,10000956417,,,,,NONE,0,NO_MATCH,true,
17|4|0|451333041000Y,17,,Drift Tube,451333041000Y,451333041000Y,11839,45133304100,,Drift tube assembly,REF_LIKE,0.5,MATCHED,true,
17|2|0|1515098.,17,,Ionic Pum,1515098.,1515098,10374,1515098,,ION PUMP - SPARE,REF_NORMALIZED_EXACT,0.85,MATCHED,false,
168|2|0|N/A,168,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
166|2|0|sn,166,,NC,sn,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
164|2|0|,164,,Gun Filament PSU,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
162|2|0|SN,162,,NC,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
157|2|0|N/A,157,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
155|2|0|No hay,155,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
15|2|0|2456,15,,hhhh,2456,2456,,,,,NONE,0,NO_MATCH,true,
148|2|0|No hay.,148,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
146|2|0|sin numero,146,,lwd 40. grasa EP2,sin numero,SINNUMERO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
144|2|0|sin numero,144,,Grasa EP2. Lubricante WD40,sin numero,SINNUMERO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
142|2|0|SN,142,,N/C,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
26|2|0|No hay.,26,,Grasa EP2. Aceite liviano. WD40.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
226|2|0|NC,226,,NC,NC,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
218|2|0|1501062,218,,Pcb logical control unit,1501062,1501062,,,,,NONE,0,NO_MATCH,true,
216|2|0|,216,,"Luz alternativa de 12v.
Fusible de 250 v/ 8A.
",,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
212|5|0|45133904974,212,,PCB2 Thumbwheel Table User Interface Side A,45133904974,45133904974,,,,,NONE,0,NO_MATCH,true,
210|2|0|821321900352,210,,fusible de retardo 10 A,821321900352,821321900352,11061,821321900352,,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",REF_EXACT,1,MATCHED,false,
208|2|0|,208,,Assembly usados,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
204|2|0|no hay,204,,no hay,no hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
202|2|0|No hay.,202,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
200|2|0|,200,,"Un extensor USB. 
Un extensor VGA + USB.  
Dos mouse  Genius. 
Dos teclados Genius.  
Un concentrador USB.  
Un soporte de monitor.  
Un monitor 22"" Hp.  
Dos cables red Cat5,  30 metros. 
",,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
198|2|0|1016474,198,,2 Unidades - DLG Brake,1016474,1016474,11873,1016474_usado,,"KIT, SPARES, DLG BRAKE",REF_LIKE,0.5,MATCHED,true,
194|2|0|,194,,Bomba Turbo,,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
192|6|0|1516753,192,,Tarjeta Electrónica Tiratrón Pulser,1516753,1516753,10793,1516753,,Thyratron Pulser PCB,REF_EXACT,1,MATCHED,false,
192|7|0|160406,192,,Tarjeta Electrónica Generadora de Pulsos PPG,160406,160406,,,,,NONE,0,NO_MATCH,true,
192|5|0|45133165177,192,,Válvula Electrónica de Alta Tensión - Tiratrón,45133165177,45133165177,10716,45133165177,,THYRATRON e2v CX1154L,REF_EXACT,1,MATCHED,false,
190|2|0|NC,190,,sin repuesto,NC,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
189|2|0|NC,189,,Sin repuesto,NC,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
185|2|0|01 OF ELK2 / 8113 024 252101j,185,,motor 01of  ELK2 / Tornillo,01 OF ELK2 / 8113 024 252101j,01OFELK28113024252101J,10325,8113024252101J,,LEADSCREW ASSY,REF_LIKE,0.5,MATCHED,true,
181|2|0|N/A,181,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
18|2|0|No hay,18,,- Grasa Ep2  - Paños de limpieza. - WD40. - Alcohol isopropilico.,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
178|2|0|9239 315 18204,178,,Ampolleta PHILLIPS,9239 315 18204,923931518204,11448,923931518204,,AMPOLLETA MLC TYPE 13289,REF_NORMALIZED_EXACT,0.85,MATCHED,false,
176|2|0|8213 219 00352,176,,fusible FS 32 V. 10 Amp,8213 219 00352,821321900352,11061,821321900352,,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",REF_NORMALIZED_EXACT,0.85,MATCHED,false,
174|2|0|1517657,174,,Leaf Motor Drive Board de Banco Y12,1517657,1517657,10701,1517657,,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",REF_EXACT,1,MATCHED,false,
172|2|0|N/A,172,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
170|2|0|8213 219 00352,170,,fusible FS 32 V. 10 Amp,8213 219 00352,821321900352,11061,821321900352,,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",REF_NORMALIZED_EXACT,0.85,MATCHED,false,
"169|2|0|1509981

Numero Serie 150998117084.",169,,Gun Filament Power Supply.,"1509981

Numero Serie 150998117084.",1509981NUMEROSERIE150998117084,,,,,NONE,0,NO_MATCH,true,
167|2|0|CX1154L,167,,Válvula Electrónica Tiratrón marca Elekta Nro de Serie 38884 (nueva),CX1154L,CX1154L,,,,,NONE,0,NO_MATCH,true,
163|2|0|sn,163,,nc,sn,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
161|2|0|,161,,"1 HD 146 gb HP para Servidor Proliant 653950-001
2 UPSs Eaton y APC",,,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
16|2|0|none,16,,none,none,NONE,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
158|2|0|N/A,158,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
152|2|0|1510260,152,,KV Panel Detector,1510260,1510260,,,,,REF_LIKE,0.5,AMBIGUOUS_MATCH,true,11815|11920|10702|10703
150|2|0|sin numero,150,,wd40 . limpia contacto . paños de limpieza,sin numero,SINNUMERO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
149|2|0|653950-001,149,,Disco HP 146GB 15K 6G SSF SAS HDD,653950-001,653950001,11296,653950,,HP 146GB 15K 6G SFF SAS SC HDD,REF_LIKE,0.5,MATCHED,true,
147|2|0|N/A,147,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
145|2|0|1509981. ISS 02.   S/N 150998117091,145,,Gun Filament Power Supply,1509981. ISS 02.   S/N 150998117091,1509981ISS02SN150998117091,,,,,NONE,0,NO_MATCH,true,
141|2|0|sn,141,,no hay,sn,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
139|2|0|No hay.,139,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
135|2|0|1014474,135,,Cable asst Sw1/Sw2 to Sk13A7,1014474,1014474,11677,1014474,,Cable Assy sw1/sw2 T,REF_EXACT,1,MATCHED,false,
131|2|0|SN,131,,NO HAY,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
128|2|0|SN,128,,N/C,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
122|2|0|No hay.,122,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
120|2|0|modelo 5295001R001,120,,Fuente de Bonbas de Vacio,modelo 5295001R001,MODELO5295001R001,,,,,NONE,0,NO_MATCH,true,
119|2|0|Transistores C3907,119,,"Fusible 2Amp. 250V.

4 transistores de potencia. ",Transistores C3907,TRANSISTORESC3907,,,,,NONE,0,NO_MATCH,true,
111|2|0|No hay.,111,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
108|2|0|1500954,108,,Tarjeta Controladora de Voltaje,1500954,1500954,,,,,NONE,0,NO_MATCH,true,
102|2|0|sin numero,102,,sin repuesto,sin numero,SINNUMERO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
100|2|0|03-999-1204,100,,Calibration Tool SN: 2016030911,03-999-1204,039991204,11995,03-999-1204,,iGUIDE® calibration array MIMI,REF_EXACT,1,MATCHED,false,
138|2|0|N/A,138,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
134|2|0|N/A,134,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
132|2|0|sn,132,,no hay,sn,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
130|2|0|No hay,130,,No hay,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
129|2|0|no.,129,,no se utilizaron.,no.,NO,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
127|2|0|N/A,127,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
125|2|0|S/N,125,,NC,S/N,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
121|2|0|No hay.,121,,Wd40. Paños de limpieza.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
12|2|0|HN-M101MBB/Z4,12,,HDD Samsung 1TB,HN-M101MBB/Z4,HNM101MBBZ4,,,,,NONE,0,NO_MATCH,true,
118|2|0|N/A,118,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
116|2|0|1502613,116,,Laser ODI,1502613,1502613,10994,1502613,,Laser ODI Spares Kit,REF_EXACT,1,MATCHED,false,
114|2|0|N/A,114,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
112|2|0|SN,112,,fusible.de 10.amp.,SN,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
110|2|0|No hay,110,,No hay.,No hay,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
107|2|0|N/A,107,,N/A,N/A,NA,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
101|2|0|Varta 3.6 vdc 150mAh,101,,Bateria LCD Dose,Varta 3.6 vdc 150mAh,VARTA36VDC150MAH,,,,,NONE,0,NO_MATCH,true,
223|2|0|nc,223,,nc,nc,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
224|2|0|1510260R,224,,KV Detector Panel,1510260R,1510260R,10703,1510260R,,KV Detector Panel,REF_EXACT,1,MATCHED,false,
229|2|0|sn,229,,nc,sn,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
230|2|0|4513 330 8790,230,,Transformador del Gun,4513 330 8790,45133308790,10970,45133308790,,TRANSFORMADOR GUN,REF_NORMALIZED_EXACT,0.85,MATCHED,false,
233|2|0|NC,233,,NC,NC,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
234|2|0|1502613,234,,laser ODI lamp,1502613,1502613,10994,1502613,,Laser ODI Spares Kit,REF_EXACT,1,MATCHED,false,
228|2|0|sn,228,,nc,sn,SN,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
232|2|0|No hay.,232,,Fusible 3 Amperes,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
209|2|0|1007897,209,,"Spare Kit, cathode filament carrier assy.  ",1007897,1007897,10784,1007897,,"Spare Kit, Cathode filament carrier assy",REF_EXACT,1,MATCHED,false,
225|2|0|1510260R,225,,KV Detector Panel (XVI),1510260R,1510260R,10703,1510260R,,KV Detector Panel,REF_EXACT,1,MATCHED,false,
240|2|0|NC,240,,NC,NC,NC,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
242|2|0|No hay.,242,,No hay.,No hay.,NOHAY,,,,,PLACEHOLDER_REJECTED,0,PLACEHOLDER_VALUE,true,
245|2|0|4513316484002R,245,,Fusible de 10 amp,4513316484002R,4513316484002R,11977,4513316484002R,,"Filter, tubular, low",REF_EXACT,1,MATCHED,false,
